'bassin';'cycle';'produit';'daterempli';'datevide';'carpes';'datepsemis';'datedp�che';'nbremois';'poidssem�';'poidsp�ch�';'poidsrestant';'poidsp�ch�restant';'Tauxmortalit�';'poidsalimentth�o';'poidsalimentstat';'poidsalimentdonn�pgm';'poidsalimentdonn�';'poidsalimentdonn�tot';'quantsem�e';'quantmort';'quantp�ch�e';'quantrestante';'surface';'RendementHa';'poidsp�ch�mois';'tauxconversion';'quantit�m2';'grammesm2';'poidsalimentha';'recambiogallons';'llenadogallons';'quantsem�ecarpes';'quantp�ch�ecarpes';'tauxalerteO2';'niveaudalerteO2';'moyenneO2';'poidstotalimentselect';'typealimentselect'
'A03';15;'crevette';13/10/2012;20/5/2013;0;18/10/2012;20/5/2013;7,01;220,00;792,00;0,00;792,00;0,44;0,00;0,00;0,00;0,00;2085,00;25836,00;11402,00;14434,00;0,00;4200,00;1057,47;112,87;3,64;0,00;0,00;0,00;1531800,00;765900,00;90,00;84,00;0,00;1,00;3,44;0,00;
'B29';20;'crevette';18/10/2012;17/6/2013;0;19/10/2012;17/6/2013;7,90;422,00;990,00;0,00;990,00;0,44;0,00;0,00;0,00;0,00;2634,00;31557,00;13991,00;17566,00;0,00;3640,00;1075,88;125,29;4,63;0,00;0,00;0,00;1202100,00;655458,00;40,00;50,00;0,00;1,00;2,98;0,00;
'B33';17;'crevette';23/10/2012;27/5/2013;0;25/10/2012;27/5/2013;7,01;236,00;653,00;0,00;653,00;0,46;0,00;0,00;0,00;0,00;1745,00;21956,00;10316,00;11640,00;0,00;3344,00;968,26;93,06;4,18;0,00;0,00;0,00;625200,00;765600,00;35,00;35,00;0,00;1,00;2,90;0,00;
'B40';14;'crevette';26/10/2012;3/6/2013;0;29/10/2012;3/6/2013;7,11;767,00;1349,71;0,00;1349,71;0,50;0,00;0,00;0,00;0,00;3436,00;49251,00;25037,00;24214,00;0,00;6761,00;659,96;189,70;5,89;0,00;0,00;0,00;1602000,00;1411750,00;83,00;67,00;0,00;1,00;3,04;0,00;
'A01';24;'tilapia';2/11/2012;2/2/2013;0;5/11/2012;2/2/2013;2,91;6,25;462,54;0,00;462,54;0,35;0,00;0,00;0,00;0,00;411,00;3816,00;1355,00;2461,00;0,00;751,00;11343,52;158,51;0,90;0,00;0,00;0,00;288600,00;177600,00;0,00;0,00;0,07;1,00;2,26;0,00;
'B03';45;'tilapia';3/11/2012;19/1/2013;0;5/11/2012;19/1/2013;2,45;9,19;590,13;0,00;590,13;0,58;0,00;0,00;0,00;0,00;586,00;5815,00;3386,00;2429,00;0,00;997,00;12909,57;239,98;1,00;0,00;0,00;0,00;144300,00;210900,00;0,00;0,00;0,00;1,00;2,79;0,00;
'B42';15;'crevette';3/11/2012;11/6/2013;0;7/11/2012;11/6/2013;7,08;474,00;1172,00;0,00;1172,00;0,41;0,00;0,00;0,00;0,00;2743,00;36233,00;15164,00;21069,00;0,00;5185,00;1035,59;165,49;3,92;0,00;0,00;0,00;1283400,00;906070,00;51,00;117,00;0,00;1,00;2,72;0,00;
'B26';26;'tilapia';8/11/2012;16/2/2013;0;12/11/2012;16/2/2013;3,14;37,12;752,00;0,00;752,00;0,66;0,00;0,00;0,00;0,00;1387,00;15259,00;10140,00;5119,00;0,00;2709,00;4567,58;238,91;1,94;0,00;0,00;0,00;122100,00;365400,00;0,00;0,00;0,03;1,00;2,56;0,00;
'B44';14;'crevette';31/10/2012;2/4/2013;0;12/11/2012;2/4/2013;4,62;299,00;557,00;0,00;557,00;0,25;0,00;0,00;0,00;0,00;774,00;14763,00;3781,00;10982,00;0,00;6278,00;484,30;120,48;3,00;0,00;0,00;0,00;0,00;1264200,00;62,00;76,00;0,00;1,00;3,31;0,00;
'B22';17;'tilapia';10/11/2012;2/8/2013;0;14/11/2012;2/8/2013;8,55;3155,00;5030,00;0,00;5030,00;0,01;0,00;0,00;0,00;0,00;8537,00;6560,00;111,00;6454,00;0,00;5800,00;2058,11;587,79;4,55;0,00;0,00;0,00;133200,00;1021200,00;6560,00;6454,00;0,00;1,00;2,74;0,00;
'B01';40;'tilapia';18/11/2012;8/2/2013;0;19/11/2012;8/2/2013;2,65;17,21;262,87;0,00;262,87;0,75;0,00;0,00;4,00;0,00;521,00;5504,00;4171,00;1333,00;0,00;880,00;5726,68;98,98;2,12;0,00;0,00;0,00;111000,00;177600,00;0,00;0,00;0,00;1,00;3,04;0,00;
'B02';43;'tilapia';16/11/2012;8/2/2013;0;19/11/2012;8/2/2013;2,65;23,06;404,94;0,00;404,94;0,72;0,00;0,00;5,00;0,00;654,00;7926,00;5769,00;2157,00;0,00;1233,00;6353,50;152,47;1,71;0,00;0,00;0,00;111000,00;299700,00;0,00;0,00;0,00;1,00;2,78;0,00;
'B55';12;'tilapia';15/11/2012;23/2/2013;0;19/11/2012;23/2/2013;3,14;38,32;581,00;0,00;581,00;0,69;0,00;0,00;0,00;0,00;1075,00;12632,00;8821,00;3811,00;0,00;2267,00;4143,36;184,58;1,98;0,00;0,00;0,00;243600,00;433440,00;0,00;0,00;0,00;1,00;2,63;0,00;
'B51';19;'tilapia';29/10/2012;2/3/2013;0;21/11/2012;1/3/2013;3,31;571,03;2901,00;0,00;2901,00;0,01;0,00;0,00;0,00;0,00;2950,00;7539,00;129,00;7464,00;0,00;4681,00;8188,92;876,04;1,26;0,00;0,00;0,00;0,00;857850,00;1730,00;1944,00;0,00;1,00;2,66;0,00;
'B32';16;'crevette';22/11/2012;2/7/2013;0;24/11/2012;2/7/2013;7,21;594,00;1157,00;0,00;1157,00;0,35;0,00;0,00;0,00;0,00;2292,00;32821,00;11772,00;21049,00;0,00;3993,00;1064,93;160,40;4,07;0,00;0,00;0,00;882000,00;1553160,00;45,00;48,00;7,5187969924812e-03;1,00;2,83;0,00;
'B56';15;'tilapia';19/11/2012;22/3/2013;0;27/11/2012;22/3/2013;3,77;742,68;604,00;0,00;604,00;0,36;0,00;0,00;0,00;0,00;818,00;1054,00;385,00;669,00;0,00;3148,00;-636,56;160,19;-5,89;0,00;0,00;0,00;1701180,00;830760,00;1000,00;668,35;0,02;1,00;2,30;0,00;
'B45';12;'tilapia';15/12/2012;22/8/2013;0;20/12/2012;22/8/2013;8,03;2340,50;4370,00;0,00;4370,00;0,03;0,00;0,00;0,00;0,00;8427,00;6025,00;230,00;5795,00;0,00;5352,00;2571,83;544,02;4,15;0,00;0,00;0,00;163800,00;397320,00;5523,00;5795,00;0,00;1,00;2,52;0,00;
'B36';26;'tilapia';8/1/2013;17/4/2013;0;11/1/2013;17/4/2013;3,14;729,94;965,69;0,00;965,69;0,50;0,00;0,00;0,00;0,00;1516,00;2932,00;1466,00;1466,00;0,00;2976,00;1371,16;306,80;6,43;0,00;0,00;0,00;599700,00;522000,00;8,00;3,00;0,00;1,00;2,90;0,00;
'B46';12;'tilapia';8/1/2013;10/4/2013;0;15/1/2013;10/4/2013;2,78;788,44;1168,50;0,00;1168,50;0,45;0,00;0,00;0,00;0,00;1560,00;3786,00;1738,00;2048,00;0,00;4592,00;1617,96;419,28;4,10;0,00;0,00;0,00;432000,00;924180,00;60,00;41,00;0,00;1,00;2,70;0,00;
'A02';15;'tilapia';14/1/2013;28/3/2013;0;16/1/2013;28/3/2013;2,32;726,38;857,95;0,00;857,95;0,00;0,00;0,00;0,00;0,00;436,00;987,00;0,00;996,00;0,00;3658,00;841,81;368,55;3,31;0,00;0,00;0,00;266400,00;577200,00;987,00;996,00;0,00;1,00;3,17;0,00;
'B38';16;'tilapia';12/1/2013;19/6/2013;0;16/1/2013;19/6/2013;5,04;1309,00;1744,00;0,00;1744,00;0,00;0,00;0,00;0,00;0,00;1891,00;2162,00;0,00;2554,00;0,00;5727,00;819,55;345,40;4,34;0,00;0,00;0,00;0,00;1096200,00;2060,00;2009,00;0,00;1,00;3,03;0,00;
'B19';18;'tilapia';12/1/2013;12/6/2013;0;17/1/2013;12/6/2013;4,78;423,98;936,00;0,00;936,00;0,28;0,00;0,00;0,00;0,00;1682,00;1570,00;448,00;1122,00;0,00;3987,00;1461,57;195,53;3,28;0,00;0,00;0,00;0,00;765900,00;35,00;21,00;0,00;1,00;3,07;0,00;
'B25';18;'crevette';7/1/2013;27/4/2013;0;18/1/2013;27/4/2013;3,24;21,14;870,00;0,00;870,00;0,42;0,00;0,00;0,00;0,00;2386,00;315055,00;134661,00;180579,00;0,00;4774,00;2984,37;268,03;2,81;0,00;0,00;0,00;1123200,00;810300,00;0,00;0,00;0,01;1,00;2,69;0,00;
'B23';15;'tilapia';19/1/2013;15/8/2013;0;24/1/2013;15/8/2013;6,65;2180,57;3100,59;0,00;3100,59;0,03;0,00;0,00;0,00;0,00;6404,00;4854,00;162,00;4692,00;0,00;5362,00;1404,47;465,85;6,96;0,00;0,00;0,00;489600,00;699300,00;4887,00;4652,00;0,01;1,00;2,52;0,00;
'B53';10;'tilapia';18/1/2013;23/5/2013;0;25/1/2013;23/5/2013;3,86;880,00;785,00;0,00;785,00;0,67;0,00;0,00;0,00;0,00;2067,00;7162,00;4824,00;2338,00;0,00;8892,00;-150,44;202,90;-21,75;0,00;0,00;0,00;493200,00;1809600,00;0,00;0,00;0,00;1,00;2,46;0,00;
'B21';16;'crevette';25/1/2013;1/6/2013;0;4/2/2013;1/6/2013;3,83;13,23;1271,00;0,00;1271,00;0,57;0,00;0,00;0,00;0,00;3732,00;352928,00;202282,00;150888,00;0,00;5984,00;2985,09;331,32;2,96;0,00;0,00;0,00;1509600,00;1020600,00;500,00;491,00;0,01;1,00;2,81;0,00;
'B17';30;'tilapia';31/1/2013;31/7/2013;0;6/2/2013;31/7/2013;5,73;308,00;1192,00;0,00;1192,00;0,27;0,00;0,00;0,00;0,00;2592,00;1985,00;551,00;1434,00;0,00;3273,00;2564,51;207,74;2,93;0,00;0,00;0,00;266400,00;788100,00;0,00;17,00;0,00;1,00;2,98;0,00;
'B52';12;'tilapia';27/1/2013;9/4/2014;0;15/2/2013;9/4/2014;13,70;2389,48;13472,01;0,00;13472,01;0,06;0,00;0,00;0,00;0,00;20603,00;6029,00;403,00;5781,00;0,00;6000,00;7342,57;983,00;1,85;0,00;0,00;0,00;1596000,00;953880,00;1500,00;912,00;0,07;1,00;2,05;0,00;
'B02';44;'crevette';15/2/2013;24/5/2013;0;20/2/2013;24/5/2013;3,04;6,63;242,50;0,00;242,50;0,61;0,00;0,00;0,00;0,00;623,00;83174,00;50911,00;32263,00;0,00;1233,00;3417,92;79,52;2,64;0,00;0,00;0,00;344100,00;321900,00;0,00;4,00;0,00;1,00;2,68;0,00;
'B15';40;'crevette';16/2/2013;15/7/2013;0;20/2/2013;15/7/2013;4,75;428,69;915,00;0,00;915,00;0,01;0,00;0,00;0,00;0,00;1244,00;2407,00;28,00;2774,00;0,00;1509,00;3693,11;192,46;2,55;0,00;0,00;0,00;210900,00;344100,00;1554,00;1046,00;0,00;1,00;2,96;0,00;
'B54';14;'tilapia';18/2/2013;22/2/2014;0;22/2/2013;22/2/2014;11,96;574,87;4250,75;0,00;4250,75;0,07;0,00;0,00;0,00;0,00;7166,00;1542,00;112,00;2521,00;0,00;6565,00;2549,00;355,19;1,94;0,00;0,00;0,00;162000,00;1261380,00;893,00;1157,00;0,01;1,00;2,81;0,00;
'B07';23;'crevette';15/3/2013;26/9/2013;0;21/3/2013;26/9/2013;6,19;105,00;712,50;0,00;712,50;0,50;0,00;0,00;0,00;0,00;2013,00;27300,00;13911,00;13389,00;0,00;3633,00;1470,13;114,98;3,31;0,00;0,00;0,00;2040600,00;0,00;145,00;84,00;8,84955752212389e-03;1,00;2,41;0,00;
'B55';13;'tilapia';19/3/2013;17/1/2014;0;20/3/2013;25/10/2013;9,93;180,00;232,22;0,00;232,22;0,77;0,00;0,00;0,00;0,00;2675,00;14582,00;11336,00;3246,00;0,00;2267,00;126,32;23,37;51,22;0,00;0,00;0,00;873000,00;342000,00;14582,00;3203,00;0,00;1,00;2,62;0,00;
'B16';30;'tilapia';18/3/2013;30/7/2013;0;21/3/2013;30/7/2013;4,29;813,00;1210,84;0,00;1210,84;0,00;0,00;0,00;0,00;0,00;1530,00;1223,00;0,00;1295,00;0,00;1798,00;2806,63;281,91;3,84;0,00;0,00;0,00;44400,00;555000,00;1190,00;1255,00;0,00;1,00;2,82;0,00;
'B27';15;'crevette';18/3/2013;14/10/2013;0;23/3/2013;14/10/2013;6,72;210,00;1238,00;0,00;1238,00;0,48;0,00;0,00;0,00;0,00;3581,00;43413,00;20975,00;22438,00;0,00;6081,00;1370,25;184,19;3,48;0,00;0,00;0,00;1096200,00;1549800,00;60,00;154,00;0,00;1,00;2,89;0,00;
'AD2';17;'tilapia';23/3/2013;1/11/2013;0;27/3/2013;1/11/2013;7,18;533,75;1370,50;0,00;1370,50;0,10;0,00;0,00;0,00;0,00;2436,00;7801,00;853,00;6948,00;0,00;2098,00;3026,09;190,86;2,91;0,00;0,00;0,00;314100,00;555600,00;7801,00;6294,00;0,01;1,00;2,54;0,00;
'B11';25;'crevette';26/3/2013;5/11/2013;0;8/4/2013;5/11/2013;6,91;117,00;694,00;0,00;694,00;0,43;0,00;0,00;0,00;0,00;2175,00;22354,00;9806,00;12548,00;0,00;3700,00;1228,08;100,31;3,76;0,00;0,00;0,00;480000,00;510600,00;40,00;24,00;0,00;1,00;2,80;0,00;
'B13';23;'crevette';23/3/2013;19/11/2013;0;2/4/2013;19/11/2013;7,57;112,00;491,00;0,00;491,00;0,63;0,00;0,00;0,00;0,00;2593,00;24240,00;15297,00;8943,00;0,00;4000,00;681,56;64,82;6,84;0,00;0,00;0,00;344100,00;488400,00;40,00;33,00;0,00;1,00;2,73;0,00;
'B41';16;'crevette';27/3/2013;21/10/2013;0;2/4/2013;21/10/2013;6,62;213,00;1072,50;0,00;1072,50;0,48;0,00;0,00;0,00;0,00;3316,00;37373,00;18028,00;19345,00;0,00;6275,00;1126,72;161,93;3,85;0,00;0,00;0,00;1444800,00;1044000,00;50,00;48,00;9,43396226415094e-03;1,00;2,76;0,00;
'A01';25;'tilapia';5/4/2013;7/6/2013;0;8/4/2013;7/6/2013;1,96;12,85;481,00;0,00;481,00;0,17;0,00;0,00;0,00;0,00;483,00;4490,00;776,00;3714,00;0,00;751,00;17263,32;244,50;1,03;0,00;0,00;0,00;133200,00;144300,00;0,00;0,00;0,00;1,00;2,68;0,00;
'B03';46;'tilapia';6/4/2013;15/6/2013;0;8/4/2013;15/6/2013;2,22;16,43;643,50;0,00;643,50;0,24;0,00;0,00;0,00;0,00;782,00;5740,00;1408,00;4332,00;0,00;997,00;15368,96;288,62;1,24;0,00;0,00;0,00;55500,00;222000,00;0,00;0,00;0,00;1,00;3,09;0,00;
'B35';26;'crevette';1/4/2013;7/10/2013;0;8/4/2013;7/10/2013;5,96;70,00;491,00;0,00;491,00;0,32;0,00;0,00;0,00;0,00;1178,00;13172,00;4253,00;8919,00;0,00;2106,00;1825,11;82,28;2,79;0,00;0,00;0,00;743400,00;604800,00;50,00;30,00;0,00;1,00;3,21;0,00;
'B10';23;'crevette';1/4/2013;29/10/2013;0;8/4/2013;29/10/2013;6,68;144,00;740,00;0,00;740,00;0,42;0,00;0,00;0,00;0,00;2156,00;23120,00;9728,00;13392,00;0,00;3865,00;1256,04;110,63;3,61;0,00;0,00;0,00;444000,00;610500,00;40,00;41,00;0,00;1,00;2,65;0,00;
'B37';15;'tilapia';4/4/2013;8/8/2013;0;9/4/2013;8/8/2013;3,96;1298,00;2030,00;0,00;2030,00;0,06;0,00;0,00;0,00;0,00;1904,00;2614,00;163,00;2557,00;0,00;5620,00;1788,65;511,69;2,60;0,00;0,00;0,00;0,00;1928400,00;660,00;766,00;0,00;1,00;3,03;0,00;
'B48';2;'tilapia';1/4/2013;4/9/2013;0;10/4/2013;4/9/2013;4,81;956,19;1485,00;0,00;1485,00;0,08;0,00;0,00;0,00;0,00;1753,00;2474,00;207,00;2267,00;0,00;5421,00;1102,65;308,11;3,31;0,00;0,00;0,00;433800,00;990000,00;2460,00;2267,00;0,07;1,00;1,68;0,00;
'B49';2;'tilapia';1/4/2013;18/7/2013;0;10/4/2013;18/7/2013;3,24;832,25;1035,00;0,00;1035,00;0,00;0,00;0,00;0,00;0,00;602,00;1292,00;0,00;1310,00;0,00;4160,00;818,03;318,86;2,96;0,00;0,00;0,00;0,00;882000,00;1274,00;1310,00;0,00;1,00;1,88;0,00;
'B01';41;'crevette';4/4/2013;11/9/2013;0;18/4/2013;11/9/2013;4,78;31,00;162,00;0,00;162,00;0,34;0,00;0,00;0,00;0,00;379,00;5270,00;1814,00;3456,00;0,00;880,00;1694,23;33,84;2,89;0,00;0,00;0,00;523500,00;122100,00;10,00;14,00;0,01;1,00;2,83;0,00;
'B39';14;'crevette';11/4/2013;9/8/2013;0;15/4/2013;9/8/2013;3,80;11,61;1166,00;0,00;1166,00;0,55;0,00;0,00;0,00;0,00;3572,00;516550,00;287443,00;229107,00;0,00;5768,00;2866,83;306,57;3,09;0,00;0,00;0,00;240000,00;1600800,00;0,00;0,00;0,00;1,00;2,87;0,00;
'B12';24;'crevette';12/4/2013;3/12/2013;0;15/4/2013;3/12/2013;7,60;247,00;738,00;0,00;738,00;0,44;0,00;0,00;0,00;0,00;2400,00;25203,00;11147,00;14056,00;0,00;4000,00;879,16;97,02;4,88;0,00;0,00;0,00;488400,00;721500,00;50,00;71,00;0,00;1,00;2,81;0,00;
'B34';21;'crevette';8/4/2013;8/10/2013;0;18/4/2013;8/10/2013;5,67;98,00;455,00;0,00;455,00;0,37;0,00;0,00;0,00;0,00;1122,00;13312,00;4968,00;8344,00;0,00;2106,00;1628,17;80,21;3,14;0,00;0,00;0,00;0,00;520800,00;0,00;25,00;0,00;1,00;3,16;0,00;
'B14';23;'tilapia';20/4/2013;19/7/2013;0;22/4/2013;19/7/2013;2,88;55,08;2108,00;0,00;2108,00;0,35;0,00;0,00;0,00;0,00;3010,00;23025,00;8252,00;14773,00;0,00;3800,00;10200,97;730,61;1,46;0,00;0,00;0,00;0,00;621600,00;0,00;0,00;0,02;1,00;2,53;0,00;
'A02';16;'crevette';19/4/2013;11/11/2013;0;26/4/2013;11/11/2013;6,52;243,00;715,00;0,00;715,00;0,55;0,00;0,00;0,00;0,00;2474,00;29194,00;16299,00;12895,00;0,00;3658,00;1077,41;109,58;5,24;0,00;0,00;0,00;731100,00;321900,00;50,00;115,00;0,00;1,00;3,18;0,00;
'B44';15;'crevette';18/4/2013;12/11/2013;0;26/4/2013;12/11/2013;6,55;277,00;1129,00;0,00;1129,00;0,45;0,00;0,00;0,00;0,00;3529,00;37713,00;17327,00;20386,00;0,00;6278,00;1127,52;172,17;4,14;0,00;0,00;0,00;1290000,00;2712000,00;70,00;71,00;0,00;1,00;2,99;0,00;
'AD1';18;'crevette';4/5/2013;16/12/2013;0;13/5/2013;16/12/2013;7,11;282,00;812,83;0,00;812,83;0,49;0,00;0,00;0,00;0,00;2720,00;29334,00;14504,00;14830,00;0,00;4726,00;860,08;114,24;5,12;0,00;0,00;0,00;883800,00;1184400,00;0,00;88,00;0,00;1,00;3,16;0,00;
'B08';30;'crevette';14/5/2013;22/12/2013;0;17/5/2013;22/12/2013;7,18;261,00;684,00;0,00;684,00;0,45;0,00;0,00;0,00;0,00;2461,00;23560,00;10768,00;12792,00;0,00;3926,00;817,49;95,26;5,81;0,00;0,00;0,00;632700,00;721500,00;59,00;91,00;0,00;1,00;3,00;0,00;
'B51';20;'tilapia';11/5/2013;29/8/2013;0;17/5/2013;29/8/2013;3,40;1155,00;2344,00;0,00;2344,00;0,10;0,00;0,00;0,00;0,00;2413,00;3513,00;357,00;3156,00;0,00;4681,00;4058,32;687,42;2,02;0,00;0,00;0,00;0,00;720000,00;1175,00;911,00;0,00;1,00;2,44;0,00;
'B36';27;'tilapia';11/5/2013;21/11/2013;0;21/5/2013;21/11/2013;6,03;1565,00;3040,56;0,00;3040,56;0,03;0,00;0,00;0,00;0,00;2789,00;1752,00;64,00;1724,00;0,00;2976,00;4477,57;504,00;1,89;0,00;0,00;0,00;0,00;604800,00;805,00;763,00;0,00;1,00;2,80;0,00;
'Lag';1;'crevette';22/5/2013;25/11/2013;0;25/5/2013;25/11/2013;6,03;191,00;637,00;0,00;637,00;0,35;0,00;0,00;0,00;0,00;1754,00;18102,00;6400,00;11702,00;0,00;3360,00;1198,71;105,58;3,93;0,00;0,00;0,00;1033500,00;1620600,00;50,00;50,00;0,00;1,00;2,88;0,00;
'A03';16;'tilapia';26/5/2013;23/9/2013;0;31/5/2013;23/9/2013;3,77;1107,00;2749,00;0,00;2749,00;0,09;0,00;0,00;0,00;0,00;3330,00;3843,00;353,00;3490,00;0,00;4200,00;5648,88;729,08;2,02;0,00;0,00;0,00;0,00;666000,00;1588,00;1207,00;0,00;1,00;2,68;0,00;
'B20';20;'tilapia';30/5/2013;16/1/2014;0;31/5/2013;16/1/2014;7,54;628,00;3771,94;0,00;3771,94;0,12;0,00;0,00;0,00;0,00;6626,00;4495,00;583,00;3912,00;0,00;4525,00;5019,55;500,19;2,10;0,00;0,00;0,00;532800,00;399600,00;770,00;546,00;0,00;1,00;2,45;0,00;
'B46';13;'tilapia';25/5/2013;31/10/2013;0;31/5/2013;31/10/2013;5,01;219,00;107,00;0,00;107,00;0,88;0,00;0,00;0,00;0,00;441,00;3203,00;2844,00;359,00;0,00;4592,00;-264,88;21,33;-3,93;0,00;0,00;0,00;0,00;806400,00;3203,00;0,00;0,00;1,00;3,34;0,00;
'B06';24;'tilapia';2/6/2013;8/11/2013;0;5/6/2013;8/11/2013;5,11;1003,50;2991,99;0,00;2991,99;0,18;0,00;0,00;0,00;0,00;4711,00;4532,00;861,00;3671,00;0,00;3717,00;5698,27;584,97;2,36;0,00;0,00;0,00;876900,00;1054500,00;2016,00;1484,00;0,00;1,00;2,82;0,00;
'B31';26;'crevette';8/6/2013;9/12/2013;0;14/6/2013;9/12/2013;5,83;69,00;522,00;0,00;522,00;0,25;0,00;0,00;0,00;0,00;957,00;12643,00;3165,00;9478,00;0,00;2079,00;2034,04;89,44;2,11;0,00;0,00;0,00;1222200,00;982800,00;30,00;108,00;0,02;1,00;2,42;0,00;
'B05';25;'tilapia';10/6/2013;10/10/2013;0;14/6/2013;10/10/2013;3,86;747,63;2325,83;0,00;2325,83;0,12;0,00;0,00;0,00;0,00;2897,00;3427,00;444,00;2983,00;0,00;3204,00;6936,25;601,16;1,83;0,00;0,00;0,00;0,00;710400,00;1255,00;894,00;0,00;1,00;2,60;0,00;
'B58';11;'tilapia';1/6/2013;19/2/2014;0;14/6/2013;19/2/2014;8,19;453,00;3912,80;0,00;3912,80;0,17;0,00;0,00;0,00;0,00;8961,00;4548,00;794,00;4120,00;0,00;6393,00;3597,02;477,36;2,59;0,00;0,00;0,00;819000,00;1159200,00;350,00;445,00;0,00;1,00;2,76;0,00;
'B21';17;'crevette';8/6/2013;20/1/2014;0;14/6/2013;20/1/2014;7,21;220,00;1042,50;0,00;1042,50;0,45;0,00;0,00;0,00;0,00;3242,00;36159,00;16382,00;19777,00;0,00;5984,00;1038,14;144,52;3,94;0,00;0,00;0,00;1257300,00;1710900,00;65,00;152,00;0,02;1,00;2,94;0,00;
'B26';27;'crevette';13/6/2013;13/1/2014;0;20/6/2013;13/1/2014;6,78;93,00;536,00;0,00;536,00;0,41;0,00;0,00;0,00;0,00;1641,00;16748,00;7015,00;9733,00;0,00;2709,00;1312,68;78,97;3,70;0,00;0,00;0,00;1083900,00;460500,00;50,00;68,00;0,00;1,00;3,09;0,00;
'AD3';13;'tilapia';15/6/2013;15/1/2014;0;20/6/2013;15/1/2014;6,85;850,00;3570,00;0,00;3570,00;0,09;0,00;0,00;0,00;0,00;5760,00;4297,00;426,00;3871,00;0,00;4180,00;5173,48;520,98;2,11;0,00;0,00;0,00;564300,00;1008600,00;1498,00;1167,00;0,01;1,00;2,35;0,00;
'B33';18;'crevette';27/6/2013;7/1/2014;0;2/7/2013;7/1/2014;6,19;159,00;862,00;0,00;862,00;0,25;0,00;0,00;0,00;0,00;1957,00;21064,00;5344,00;15720,00;0,00;3344,00;1848,26;139,10;2,78;0,00;0,00;0,00;324000,00;617400,00;35,00;38,00;0,00;1,00;3,29;0,00;
'B02';45;'tilapia';1/7/2013;25/4/2014;0;3/7/2013;16/4/2014;9,70;461,76;581,00;0,00;581,00;0,10;0,00;0,00;0,00;0,00;1043,00;40,00;4,00;36,00;0,00;1233,00;542,87;59,86;8,74;0,00;0,00;0,00;0,00;99900,00;0,00;0,00;0,03;1,00;3,15;0,00;
'B29';21;'crevette';2/7/2013;30/12/2013;0;4/7/2013;30/12/2013;5,86;105,00;896,00;0,00;896,00;0,28;0,00;0,00;0,00;0,00;1951,00;22980,00;6488,00;16492,00;0,00;3640,00;2017,24;152,67;2,46;0,00;0,00;0,00;1096200,00;0,00;70,00;80,00;0,00;1,00;2,78;0,00;
'B19';19;'tilapia';2/7/2013;13/2/2014;0;12/7/2013;12/2/2014;7,08;774,00;3196,00;0,00;3196,00;0,17;0,00;0,00;0,00;0,00;6606,00;4069,00;699,00;3370,00;0,00;3987,00;4673,16;451,28;2,72;0,00;0,00;0,00;169500,00;666000,00;1250,00;1175,00;0,02;1,00;2,55;0,00;
'B40';15;'crevette';6/7/2013;27/1/2014;0;12/7/2013;27/1/2014;6,52;192,00;1346,00;0,00;1346,00;0,40;0,00;0,00;0,00;0,00;3639,00;40611,00;16321,00;24290,00;0,00;6761,00;1425,20;206,29;3,15;0,00;0,00;0,00;1296000,00;1260000,00;80,00;81,00;0,00;1,00;2,77;0,00;
'B42';16;'crevette';11/7/2013;3/2/2014;0;12/7/2013;3/2/2014;6,75;144,00;1117,00;0,00;1117,00;0,35;0,00;0,00;0,00;0,00;2626,00;31444,00;11208,00;20236,00;0,00;5185,00;1513,67;165,38;2,69;0,00;0,00;0,00;1656000,00;456000,00;120,00;98,00;0,03;1,00;2,71;0,00;
'B57';8;'tilapia';13/7/2013;3/1/2014;0;16/7/2013;3/1/2014;5,60;161,41;1399,00;0,00;1399,00;0,00;0,00;0,00;0,00;0,00;2860,00;4948,00;0,00;6397,00;0,00;3224,00;3730,10;249,52;2,31;0,00;0,00;0,00;162000,00;486000,00;4670,00;2462,00;0,00;1,00;3,08;0,00;
'B38';17;'crevette';16/7/2013;17/2/2014;0;23/7/2013;17/2/2014;6,85;166,00;1028,00;0,00;1028,00;0,44;0,00;0,00;0,00;0,00;3439,00;32567,00;14349,00;18744,00;0,00;5727,00;1196,65;150,01;3,98;0,00;0,00;0,00;240000,00;1896000,00;190,00;244,00;0,02;1,00;3,20;0,00;
'B28';17;'tilapia';17/7/2013;5/3/2014;0;19/7/2013;5/3/2014;7,50;947,00;3379,00;0,00;3379,00;0,23;0,00;0,00;0,00;0,00;8172,00;4728,00;1123,00;3605,00;0,00;4410,00;4001,53;450,04;3,36;0,00;0,00;0,00;1260000,00;428400,00;2431,00;1940,00;0,04;1,00;2,00;0,00;
'B04';26;'crevette';20/7/2013;28/11/2013;0;24/7/2013;28/11/2013;4,16;27,19;1030,50;0,00;1030,50;0,61;0,00;0,00;0,00;0,00;1873,00;285065,00;174498,00;110567,00;0,00;3878,00;3384,98;247,48;1,86;0,00;0,00;0,00;507000,00;856800,00;0,00;0,00;0,00;1,00;2,23;0,00;
'B53';11;'tilapia';28/6/2013;6/2/2014;0;30/7/2013;6/2/2014;6,26;4478,00;6054,43;0,00;6054,43;0,17;0,00;0,00;0,00;0,00;6451,00;9825,00;1725,00;8100,00;0,00;8892,00;1542,34;966,80;4,09;0,00;0,00;0,00;387000,00;1899000,00;9825,00;7202,00;0,00;1,00;2,93;0,00;
